item,ext
http://www.wikidata.org/entity/Q141683,http://dbpedia.org/ontology/BroadcastNetwork
http://www.wikidata.org/entity/Q141683,http://purl.org/ontology/po/Broadcaster
http://www.wikidata.org/entity/Q1423967,http://dbpedia.org/resource/Catamnesis
http://www.wikidata.org/entity/Q1428637,http://service.ddex.net/dd/DD-AVS-001/dd/ddex_Spoken
http://www.wikidata.org/entity/Q14350,http://purl.org/ontology/po/Radio
http://www.wikidata.org/entity/Q14350,https://schema.org/RadioStation
http://www.wikidata.org/entity/Q1436963,https://schema.org/PaymentCard
http://www.wikidata.org/entity/Q1438040,http://id.loc.gov/authorities/classification/cf94052998
http://www.wikidata.org/entity/Q14406742,http://comicmeta.org/cbo/Series
http://www.wikidata.org/entity/Q14406742,https://schema.org/ComicSeries
http://www.wikidata.org/entity/Q1441305,https://schema.org/MedicalSign
http://www.wikidata.org/entity/Q1444,http://dbpedia.org/ontology/Organ
http://www.wikidata.org/entity/Q1445650,http://dbpedia.org/ontology/Holiday
http://www.wikidata.org/entity/Q14467526,http://dbpedia.org/ontology/Linguist
http://www.wikidata.org/entity/Q1456936,http://purl.org/spar/doco/TableOfContents
http://www.wikidata.org/entity/Q14623351,https://schema.org/RadioSeries
http://www.wikidata.org/entity/Q14660,http://dbpedia.org/ontology/Flag
http://www.wikidata.org/entity/Q1468524,http://data.culture.fr/thesaurus/resource/ark:/67717/T1-1230
http://www.wikidata.org/entity/Q147276,http://www.lexinfo.net/ontology/3.0/lexinfo#ProperNoun
http://www.wikidata.org/entity/Q1474440,https://schema.org/RadioChannel
http://www.wikidata.org/entity/Q14819852,http://www.cidoc-crm.org/cidoc-crm/E67_Birth
http://www.wikidata.org/entity/Q14897293,http://comicmeta.org/cbo/Thing
http://www.wikidata.org/entity/Q1494322,https://schema.org/LegalService
http://www.wikidata.org/entity/Q149566,https://schema.org/MiddleSchool
http://www.wikidata.org/entity/Q149757,http://bibliograph.net/CompactCassette
http://www.wikidata.org/entity/Q149757,http://purl.org/ontology/mo/MagneticTape
http://www.wikidata.org/entity/Q149915,http://www.lexinfo.net/ontology/3.0/lexinfo#InterrogativeParticle
http://www.wikidata.org/entity/Q1502460,http://www.lexinfo.net/ontology/3.0/lexinfo#PossessivePronoun
http://www.wikidata.org/entity/Q15091377,http://dbpedia.org/ontology/CyclingRace
http://www.wikidata.org/entity/Q15117302,http://dbpedia.org/ontology/VolleyballPlayer
http://www.wikidata.org/entity/Q15138389,http://purl.org/spar/fabio/WikipediaEntry
http://www.wikidata.org/entity/Q152,http://dbpedia.org/ontology/Fish
http://www.wikidata.org/entity/Q15265344,http://dbpedia.org/ontology/Broadcaster
http://www.wikidata.org/entity/Q15265344,http://purl.org/ontology/po/Service
http://www.wikidata.org/entity/Q15265344,https://schema.org/BroadcastChannel
http://www.wikidata.org/entity/Q15275719,https://schema.org/EventSeries
http://www.wikidata.org/entity/Q15284,http://kbpedia.org/kko/rc/Municipality
http://www.wikidata.org/entity/Q1529128,https://schema.org/ParcelService
http://www.wikidata.org/entity/Q1530022,http://dbpedia.org/ontology/ReligiousOrganisation
http://www.wikidata.org/entity/Q1530704,http://www.w3.org/ns/org#Site
http://www.wikidata.org/entity/Q15324,https://id.oclc.org/worldcat/entity/Q367
http://www.wikidata.org/entity/Q15324,https://schema.org/BodyOfWater
http://www.wikidata.org/entity/Q153946,http://lemac.sgcb.mcu.es/Autoridades/LEMAC201228555/concept
http://www.wikidata.org/entity/Q15416,http://dbpedia.org/ontology/TelevisionShow
http://www.wikidata.org/entity/Q1555508,http://dbpedia.org/ontology/RadioProgram
http://www.wikidata.org/entity/Q156362,http://dbpedia.org/ontology/Winery
http://www.wikidata.org/entity/Q156362,https://schema.org/Winery
http://www.wikidata.org/entity/Q15636229,https://schema.org/SurgicalProcedure
http://www.wikidata.org/entity/Q15706911,http://comicmeta.org/cbo/Object
http://www.wikidata.org/entity/Q15720793,http://comicmeta.org/cbo/Building
http://www.wikidata.org/entity/Q1573906,http://performedmusicontology.org/ontology/ConcertTour
http://www.wikidata.org/entity/Q157570,https://schema.org/Crematorium
http://www.wikidata.org/entity/Q15788644,http://pcp-on-web.de/ontology#Education
http://www.wikidata.org/entity/Q15809678,https://schema.org/FinancialProduct
http://www.wikidata.org/entity/Q15854792,http://dbpedia.org/ontology/WindMotor
http://www.wikidata.org/entity/Q1587716,https://schema.org/TouristInformationCenter
http://www.wikidata.org/entity/Q15888,http://rdf.muninn-project.org/ontologies/naval#HospitalShip
http://www.wikidata.org/entity/Q1589434,http://pcp-on-web.de/ontology#Magister
http://www.wikidata.org/entity/Q159719,http://dbpedia.org/ontology/PowerStation
http://www.wikidata.org/entity/Q15982795,http://dbpedia.org/ontology/Bodybuilder
http://www.wikidata.org/entity/Q15991303,https://dbpedia.org/ontology/SoccerLeague
http://www.wikidata.org/entity/Q16017119,http://d-nb.info/standards/elementset/gnd#CollectivePseudonym
http://www.wikidata.org/entity/Q160742,http://dbpedia.org/ontology/Abbey
http://www.wikidata.org/entity/Q161157,http://d3fend.mitre.org/ontologies/d3fend.owl#Password
http://www.wikidata.org/entity/Q16133341,https://schema.org/Offer
http://www.wikidata.org/entity/Q161380,https://schema.org/CreditCard
http://www.wikidata.org/entity/Q1616075,https://schema.org/TelevisionStation
http://www.wikidata.org/entity/Q161705,http://rdf.muninn-project.org/ontologies/naval#Frigate
http://www.wikidata.org/entity/Q161837,http://dbpedia.org/ontology/PublicService
http://www.wikidata.org/entity/Q161873,http://www.lexinfo.net/ontology/3.0/lexinfo#Postposition
http://www.wikidata.org/entity/Q1619873,http://gov.genealogy.net/ontology.owl#Note
http://www.wikidata.org/entity/Q1619873,http://id.loc.gov/ontologies/bibframe/Note
http://www.wikidata.org/entity/Q1620908,http://dbpedia.org/ontology/HistoricalRegion
http://www.wikidata.org/entity/Q1622272,http://pcp-on-web.de/ontology#Lecturer
http://www.wikidata.org/entity/Q16278103,http://dbpedia.org/ontology/SquashPlayer
http://www.wikidata.org/entity/Q162827,http://bibliograph.net/Atlas
http://www.wikidata.org/entity/Q162827,https://schema.org/Atlas
http://www.wikidata.org/entity/Q16334295,http://terminology.lido-schema.org/actor_type/group_of_persons
http://www.wikidata.org/entity/Q16334295,http://www.cidoc-crm.org/Entity/e74-group/version-6.2
http://www.wikidata.org/entity/Q163727,http://pcp-on-web.de/ontology#Baccalaureus
http://www.wikidata.org/entity/Q163740,http://dbpedia.org/ontology/Non-ProfitOrganisation
http://www.wikidata.org/entity/Q1640824,http://www.cidoc-crm.org/entity/e34-inscription/version-6.2
http://www.wikidata.org/entity/Q164950,http://pcp-on-web.de/ontology#FamilyDynasty
http://www.wikidata.org/entity/Q165,https://schema.org/SeaBodyOfWater
http://www.wikidata.org/entity/Q165029,https://schema.org/Electrician
http://www.wikidata.org/entity/Q165044,http://cat.aii.caas.cn/concept/33805
http://www.wikidata.org/entity/Q165044,http://cat.aii.caas.cn/concept/47189
http://www.wikidata.org/entity/Q165044,http://id.cabi.org/cabt/53395
http://www.wikidata.org/entity/Q165044,http://wordnet-rdf.princeton.edu/wn30/03457902-n
http://www.wikidata.org/entity/Q16521,http://bioschemas.org/Taxon
http://www.wikidata.org/entity/Q16521,http://dbpedia.org/ontology/Taxon
http://www.wikidata.org/entity/Q16521,http://purl.uniprot.org/core/Taxon
http://www.wikidata.org/entity/Q16521,https://schema.org/Taxon
http://www.wikidata.org/entity/Q16533,http://dbpedia.org/ontology/Judge
http://www.wikidata.org/entity/Q1656682,http://dbpedia.org/ontology/Event
http://www.wikidata.org/entity/Q1656682,http://id.loc.gov/ontologies/bibframe/Event
http://www.wikidata.org/entity/Q1656682,http://purl.org/vocab/bio/0.1/Event
http://www.wikidata.org/entity/Q1656682,https://schema.org/Event
http://www.wikidata.org/entity/Q1656682,https://www.w3.org/ns/activitystreams#Event
http://www.wikidata.org/entity/Q1656682,http://www.cidoc-crm.org/entity/e5-event/version-6.2
http://www.wikidata.org/entity/Q166074,http://lemac.sgcb.mcu.es/Autoridades/LEMAC201237296/concept
http://www.wikidata.org/entity/Q166118,http://dbpedia.org/ontology/Archive
http://www.wikidata.org/entity/Q166142,https://schema.org/SoftwareApplication
http://www.wikidata.org/entity/Q166142,https://www.w3.org/ns/activitystreams#Application
http://www.wikidata.org/entity/Q16686448,http://www.cidoc-crm.org/entity/e25-man-made-feature/version-6.2
http://www.wikidata.org/entity/Q167037,http://pcp-on-web.de/ontology#Corporation
http://www.wikidata.org/entity/Q167037,https://schema.org/Corporation
http://www.wikidata.org/entity/Q167270,http://eurovoc.europa.eu/1821
http://www.wikidata.org/entity/Q167270,http://id.cabi.org/cabt/118741
http://www.wikidata.org/entity/Q167270,http://www.yso.fi/onto/koko/p34668
http://www.wikidata.org/entity/Q16735601,https://schema.org/Florist
http://www.wikidata.org/entity/Q1677377,http://dbpedia.org/resource/Funeral_march
http://www.wikidata.org/entity/Q168210,http://rdfs.org/sioc/ns#Forum
http://www.wikidata.org/entity/Q16831714,https://schema.org/GovernmentBuilding
http://www.wikidata.org/entity/Q16856938,https://www.wikidata.org/wiki/Q22130606
http://www.wikidata.org/entity/Q16889133,https://id.oclc.org/worldcat/entity/Q38
http://www.wikidata.org/entity/Q16889133,https://meta.schema.org/Class
http://www.wikidata.org/entity/Q16917,http://dbpedia.org/ontology/Hospital
http://www.wikidata.org/entity/Q16917,http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/48630
http://www.wikidata.org/entity/Q16917,https://schema.org/Hospital
http://www.wikidata.org/entity/Q16917,http://www.eionet.europa.eu/gemet/concept/3999
http://www.wikidata.org/entity/Q16939396,http://wordnet-rdf.princeton.edu/pwn30/04501018-n
http://www.wikidata.org/entity/Q16963779,http://www.w3.org/2006/time#Instant
http://www.wikidata.org/entity/Q16970,https://schema.org/Church
http://www.wikidata.org/entity/Q169872,https://schema.org/MedicalSymptom
http://www.wikidata.org/entity/Q169930,https://musicbrainz.org/doc/Release_Group/Type#EP
http://www.wikidata.org/entity/Q17006368,http://dbpedia.org/resource/Campaign_button
http://www.wikidata.org/entity/Q17006368,http://id.loc.gov/authorities/classification/cf94173892
http://www.wikidata.org/entity/Q170201,https://schema.org/VeterinaryCare
http://www.wikidata.org/entity/Q17098559,http://comicmeta.org/cbo/penciller
http://www.wikidata.org/entity/Q1713,http://edamontology.org/data_0970
http://www.wikidata.org/entity/Q1713,http://purl.org/spar/cito/Citation
http://www.wikidata.org/entity/Q1713,https://schema.org/Quotation
http://www.wikidata.org/entity/Q17197366,http://www.w3.org/ns/org#FormalOrganization
http://www.wikidata.org/entity/Q1722438,http://purl.obolibrary.org/obo/NCIT_C85863
http://www.wikidata.org/entity/Q1722438,http://purl.obolibrary.org/obo/OMIT_0027778
http://www.wikidata.org/entity/Q1722438,https://211taxonomy.org/search/record?code=BH-1800
http://www.wikidata.org/entity/Q172937,http://dbpedia.org/ontology/Polyhedron
http://www.wikidata.org/entity/Q17297777,http://www.w3.org/2006/vcard/ns#Friend
http://www.wikidata.org/entity/Q173113,http://id.cabi.org/cabt/7306
http://www.wikidata.org/entity/Q173113,http://skos.um.es/unesco6/3103
http://www.wikidata.org/entity/Q173113,https://vocabularyserver.com/cnr/ml/earth/en/xml.php?skosTema=84540
http://www.wikidata.org/entity/Q17334923,http://dbpedia.org/ontology/Place
http://www.wikidata.org/entity/Q17334923,http://id.loc.gov/ontologies/bibframe/Place
http://www.wikidata.org/entity/Q17334923,http://id.oclc.org/worldcat/entity/Q5
http://www.wikidata.org/entity/Q17334923,http://pcp-on-web.de/ontology#Location
http://www.wikidata.org/entity/Q17334923,https://schema.org/Place
http://www.wikidata.org/entity/Q174782,http://dbpedia.org/ontology/Square
http://www.wikidata.org/entity/Q174948,http://purl.org/ontology/mo/AnalogSignal
http://www.wikidata.org/entity/Q174989,http://d3fend.mitre.org/ontologies/d3fend.owl#FileSystem
http://www.wikidata.org/entity/Q175022,http://purl.org/ontology/mo/DigitalSignal
http://www.wikidata.org/entity/Q1751775,http://performedmusicontology.org/ontology/Rehearsal
http://www.wikidata.org/entity/Q17537576,https://schema.org/CreativeWork
http://www.wikidata.org/entity/Q17538176,http://id.loc.gov/ontologies/bibframe/StillImage
http://www.wikidata.org/entity/Q17538176,http://purl.org/dc/dcmitype/StillImage
http://www.wikidata.org/entity/Q17538722,https://www.iflastandards.info/fr/frbr/frbroo#F20
http://www.wikidata.org/entity/Q176637,https://schema.org/PawnShop
http://www.wikidata.org/entity/Q176769,http://purl.bioontology.org/ontology/EDAM?conceptid=http%3A%2F%2Fedamontology.org%2Fdata_1364
http://www.wikidata.org/entity/Q176799,http://dbpedia.org/ontology/MilitaryUnit
http://www.wikidata.org/entity/Q177220,http://dbpedia.org/ontology/Singer
http://www.wikidata.org/entity/Q17737,http://dbpedia.org/ontology/ScientificConcept
http://www.wikidata.org/entity/Q177380,http://dbpedia.org/ontology/HotSpring
http://www.wikidata.org/entity/Q1774089,http://purl.org/dc/terms/BibliographicResource
http://www.wikidata.org/entity/Q1774898,https://schema.org/MedicalClinic
http://www.wikidata.org/entity/Q177597,http://rdf.muninn-project.org/ontologies/naval#MilitaryShipClass
http://www.wikidata.org/entity/Q1777138,http://dbpedia.org/ontology/Racecourse
http://www.wikidata.org/entity/Q177719,https://schema.org/DiagnosticProcedure
http://www.wikidata.org/entity/Q178588,http://purl.org/ontology/mo/Vinyl
http://www.wikidata.org/entity/Q178706,http://pcp-on-web.de/ontology#Institution
http://www.wikidata.org/entity/Q178790,http://dbpedia.org/ontology/TradeUnion
http://www.wikidata.org/entity/Q178790,https://schema.org/WorkersUnion
http://www.wikidata.org/entity/Q178885,http://dbpedia.org/ontology/Deity
http://www.wikidata.org/entity/Q17928402,https://schema.org/BlogPosting
http://www.wikidata.org/entity/Q180268,http://service.ddex.net/dd/DD-AVS-001/dd/ddex_Gospel
http://www.wikidata.org/entity/Q18029574,http://www.w3.org/2006/vcard/ns#Colleague
http://www.wikidata.org/entity/Q18029574,http://www.w3.org/2006/vcard/ns#Coworker
http://www.wikidata.org/entity/Q180507,https://schema.org/RadiationTherapy
http://www.wikidata.org/entity/Q180516,https://schema.org/Room
http://www.wikidata.org/entity/Q180618,http://purl.bioontology.org/ontology/EDAM?conceptid=http%3A%2F%2Fedamontology.org%2Fdata_1598
http://www.wikidata.org/entity/Q180958,http://pcp-on-web.de/ontology#Faculty
http://www.wikidata.org/entity/Q18123741,https://schema.org/InfectiousDisease
http://www.wikidata.org/entity/Q18127,http://dbpedia.org/ontology/RecordLabel
http://www.wikidata.org/entity/Q18127,http://purl.org/ontology/mo/Label
http://www.wikidata.org/entity/Q18127,https://musicbrainz.org/label/MusicLabel
http://www.wikidata.org/entity/Q18127,https://www.freebase.com/music/artist/label
http://www.wikidata.org/entity/Q18127,https://www.freebase.com/music/release/label
http://www.wikidata.org/entity/Q181600,https://schema.org/Patient
http://www.wikidata.org/entity/Q182531,http://rdf.muninn-project.org/ontologies/naval#BattleShip
http://www.wikidata.org/entity/Q182832,http://performedmusicontology.org/ontology/Concert
http://www.wikidata.org/entity/Q182832,https://schema.org/MusicEvent
http://www.wikidata.org/entity/Q183366,http://pcp-on-web.de/ontology#Territory
http://www.wikidata.org/entity/Q18345375,http://service.ddex.net/dd/DD-AVS-001/dd/ddex_Latin
http://www.wikidata.org/entity/Q183976,http://bibliograph.net/VHS
http://www.wikidata.org/entity/Q184644,http://data.culture.fr/thesaurus/resource/ark:/67717/T1-704
http://www.wikidata.org/entity/Q184754,https://schema.org/Text
http://www.wikidata.org/entity/Q184943,http://www.lexinfo.net/ontology/3.0/lexinfo#Particle
http://www.wikidata.org/entity/Q1850936,http://performedmusicontology.org/ontology/BenefitConcert
http://www.wikidata.org/entity/Q185187,http://dbpedia.org/ontology/Watermill
http://www.wikidata.org/entity/Q1851937,http://purl.obolibrary.org/obo/ENVO_00000455
http://www.wikidata.org/entity/Q18536349,http://pcp-on-web.de/ontology#Pamphlet
http://www.wikidata.org/entity/Q185612,http://purl.bioontology.org/ontology/EDAM?conceptid=http%3A%2F%2Fedamontology.org%2Fdata_1352
http://www.wikidata.org/entity/Q18585177,http://purl.org/spar/deo/Caption
http://www.wikidata.org/entity/Q186081,http://gov.genealogy.net/ontology.owl#Timespan
http://www.wikidata.org/entity/Q186081,http://iflastandards.info/ns/lrm/lrmer/E11
http://www.wikidata.org/entity/Q186081,http://purl.org/dc/terms/PeriodOfTime
http://www.wikidata.org/entity/Q18647519,http://www.w3.org/2002/07/owl#AsymmetricProperty
http://www.wikidata.org/entity/Q18647521,http://www.w3.org/2002/07/owl#ReflexiveProperty
http://www.wikidata.org/entity/Q18674739,https://schema.org/EventVenue
http://www.wikidata.org/entity/Q186885,https://schema.org/Time
http://www.wikidata.org/entity/Q18691599,https://schema.org/DefenceEstablishment
http://www.wikidata.org/entity/Q18761864,http://lemac.sgcb.mcu.es/Autoridades/LEMAC201203239/concept
http://www.wikidata.org/entity/Q187685,http://pcp-on-web.de/ontology#Dissertation
http://www.wikidata.org/entity/Q187947,http://bibliograph.net/MusicScore
http://www.wikidata.org/entity/Q187947,https://citationstyles.org/ontology/type/musical_score
http://www.wikidata.org/entity/Q188025,http://purl.obolibrary.org/obo/ENVO_00000019
http://www.wikidata.org/entity/Q188094,http://dbpedia.org/ontology/Economist
http://www.wikidata.org/entity/Q188451,http://data.doremus.org/ontology#M5_Genre
http://www.wikidata.org/entity/Q188451,http://dbpedia.org/ontology/MusicGenre
http://www.wikidata.org/entity/Q188451,http://purl.org/ontology/mo/Genre
http://www.wikidata.org/entity/Q188451,http://service.ddex.net/dd/DD-AVS-001/dd/avs_ClassifiedGenre
http://www.wikidata.org/entity/Q188507,https://schema.org/Apartment
http://www.wikidata.org/entity/Q188830,http://pcp-on-web.de/ontology#Wife
http://www.wikidata.org/entity/Q189010,https://schema.org/Notary
http://www.wikidata.org/entity/Q18918145,http://purl.org/ontology/bibo/AcademicArticle
http://www.wikidata.org/entity/Q189210,https://schema.org/WebApplication
http://www.wikidata.org/entity/Q189214,http://performedmusicontology.org/ontology/Tempo
http://www.wikidata.org/entity/Q1892995,https://schema.org/MixtapeAlbum
http://www.wikidata.org/entity/Q189561,http://purl.obolibrary.org/obo/DOID_8986
http://www.wikidata.org/entity/Q189756,https://schema.org/Question
http://www.wikidata.org/entity/Q1898184,http://purl.org/spar/deo/Dedication
http://www.wikidata.org/entity/Q190200,http://dbpedia.org/ontology/Altitude
http://www.wikidata.org/entity/Q190581,https://schema.org/Invoice
http://www.wikidata.org/entity/Q190763,http://purl.obolibrary.org/obo/IAO_0000181
http://www.wikidata.org/entity/Q1907875,http://swrc.ontoware.org/ontology#MasterThesis
http://www.wikidata.org/entity/Q19088,http://dbpedia.org/ontology/Eukaryote
http://www.wikidata.org/entity/Q19088,http://kbpedia.org/kko/rc/EukaryoticOrganism
http://www.wikidata.org/entity/Q191067,http://dbpedia.org/ontology/Article
http://www.wikidata.org/entity/Q191067,http://edamontology.org/data_0971
http://www.wikidata.org/entity/Q191067,http://lsdis.cs.uga.edu/projects/semdis/opus#Article
http://www.wikidata.org/entity/Q191067,http://ogp.me/#type_article
http://www.wikidata.org/entity/Q191067,http://pcp-on-web.de/ontology#Article
http://www.wikidata.org/entity/Q191067,http://purl.org/net/nknouf/ns/bibtex#Article
http://www.wikidata.org/entity/Q191067,http://purl.org/ontology/bibo/Article
http://www.wikidata.org/entity/Q191067,http://semanticscience.org/resource/SIO_000154
http://www.wikidata.org/entity/Q191067,https://schema.org/Article
http://www.wikidata.org/entity/Q191067,http://sw-portal.deri.org/ontologies/swportal#Article
http://www.wikidata.org/entity/Q191067,https://www.w3.org/ns/activitystreams#Article
http://www.wikidata.org/entity/Q1912682,https://schema.org/PaymentMethod
http://www.wikidata.org/entity/Q191316,http://lemac.sgcb.mcu.es/Autoridades/LEMAC201234480/concept
http://www.wikidata.org/entity/Q191316,http://wordnet-rdf.princeton.edu/pwn30/13323749-n
http://www.wikidata.org/entity/Q1914636,http://dbpedia.org/ontology/Activity
http://www.wikidata.org/entity/Q1914636,https://www.w3.org/ns/activitystreams#Activity
http://www.wikidata.org/entity/Q1914636,http://www.cidoc-crm.org/Entity/e7-activity/version-6.2
http://www.wikidata.org/entity/Q191808,http://dbpedia/ontology/Religious
http://www.wikidata.org/entity/Q1920566,https://schema.org/Answer
http://www.wikidata.org/entity/Q192619,https://hist-arch-vocab.org/bvha#c_73f409e3
http://www.wikidata.org/entity/Q1930187,http://dbpedia.org/ontology/Journalist
http://www.wikidata.org/entity/Q193663,http://purl.org/ontology/mo/MagneticTape
http://www.wikidata.org/entity/Q193934,https://schema.org/Paperback
http://www.wikidata.org/entity/Q193955,http://comicmeta.org/vocab/Hardcover
http://www.wikidata.org/entity/Q194189,http://dbpedia.org/ontology/Sales
http://www.wikidata.org/entity/Q194195,https://schema.org/AmusementPark
http://www.wikidata.org/entity/Q194489,http://pcp-on-web.de/ontology#Salary
http://www.wikidata.org/entity/Q194502,http://purl.obolibrary.org/obo/ENVO_00000551
http://www.wikidata.org/entity/Q1949963,http://dbpedia.org/ontology/Statistic
http://www.wikidata.org/entity/Q19546,http://dbpedia.org/ontology/Pope
http://www.wikidata.org/entity/Q19610511,http://kbpedia.org/kko/rc/Town
http://www.wikidata.org/entity/Q1962297,http://id.loc.gov/entities/relationships/reprints
http://www.wikidata.org/entity/Q1970725,http://dbpedia.org/ontology/NaturalRegion
http://www.wikidata.org/entity/Q19730508,http://dbpedia.org/ontology/FormerMunicipality
http://www.wikidata.org/entity/Q1980247,http://bibliograph.net/Chapter
http://www.wikidata.org/entity/Q1980247,https://schema.org/Chapter
http://www.wikidata.org/entity/Q1983062,http://purl.org/ontology/po/Episode
http://www.wikidata.org/entity/Q1983062,https://schema.org/Episode
http://www.wikidata.org/entity/Q19862845,http://www.w3.org/2011/http#Method
http://www.wikidata.org/entity/Q1986893,http://www.w3.org/2006/vcard/ns#Neighbor
http://www.wikidata.org/entity/Q199182,http://id.cabi.org/cabt/82609
http://www.wikidata.org/entity/Q1991865,http://pcp-on-web.de/ontology#AuctionCatalogue
http://www.wikidata.org/entity/Q1996635,https://schema.org/Optician
http://www.wikidata.org/entity/Q2001305,https://schema.org/TelevisionChannel
http://www.wikidata.org/entity/Q2006410,http://data.lirmm.fr/ontologies/food#NutritionData
http://www.wikidata.org/entity/Q2006410,https://schema.org/NutritionInformation
http://www.wikidata.org/entity/Q200764,https://schema.org/BookStore
http://www.wikidata.org/entity/Q20077174,http://dbpedia.org/resource/Conservatory_(greenhouse)
http://www.wikidata.org/entity/Q20077174,http://wordnet-rdf.princeton.edu/pwn30/03092166-n
http://www.wikidata.org/entity/Q202216,http://dbpedia.org/ontology/OverseasDepartment
http://www.wikidata.org/entity/Q202444,http://dbpedia.org/ontology/GivenName
http://www.wikidata.org/entity/Q2029911,https://schema.org/ProfessionalService
http://www.wikidata.org/entity/Q2031291,http://purl.org/ontology/mo/Release
http://www.wikidata.org/entity/Q2031291,https://musicbrainz.org/doc/Release
http://www.wikidata.org/entity/Q2031291,https://schema.org/MusicRelease
http://www.wikidata.org/entity/Q204324,http://purl.obolibrary.org/obo/ENVO_00000052
http://www.wikidata.org/entity/Q205049,http://service.ddex.net/dd/DD-AVS-001/dd/ddex_WorldMusic
http://www.wikidata.org/entity/Q205495,https://schema.org/GasStation
http://www.wikidata.org/entity/Q206229,http://dbpedia.org/ontology/Biomolecule
http://www.wikidata.org/entity/Q206287,https://schema.org/Quotation
http://www.wikidata.org/entity/Q2064394,http://service.ddex.net/dd/DD-AVS-001/dd/ddex_Worldbeat
http://www.wikidata.org/entity/Q20665666,http://vocab.org/evidence/terms/Conclusion
http://www.wikidata.org/entity/Q207051,http://aims.fao.org/aos/agrovoc/c_36893
http://www.wikidata.org/entity/Q207137,http://lemac.sgcb.mcu.es/Autoridades/LEMAC201210862/concept
http://www.wikidata.org/entity/Q207137,http://skos.um.es/unescothes/C00934
http://www.wikidata.org/entity/Q20747295,http://purl.obolibrary.org/obo/SO_0001217
http://www.wikidata.org/entity/Q207509,http://www.lexinfo.net/ontology/3.0/lexinfo#Copula
http://www.wikidata.org/entity/Q2085381,http://dbpedia.org/ontology/Publisher
http://www.wikidata.org/entity/Q208569,https://schema.org/StudioAlbum
http://www.wikidata.org/entity/Q20871196,http://comicmeta.org/cbo/Vehicle
http://www.wikidata.org/entity/Q2088357,http://id.loc.gov/ontologies/bibframe/MusicEnsemble
http://www.wikidata.org/entity/Q2088357,http://performedmusicontology.org/ontology/EnsembleMediumOfPerformance
http://www.wikidata.org/entity/Q209333,http://purl.obolibrary.org/obo/ENVO_00000202
http://www.wikidata.org/entity/Q20937557,https://schema.org/Series
http://www.wikidata.org/entity/Q2095,http://dbpedia.org/ontology/Food
http://www.wikidata.org/entity/Q20950067,https://schema.org/ElementarySchool
http://www.wikidata.org/entity/Q2097994,http://dbpedia.org/resource/Municipal_corporation
http://www.wikidata.org/entity/Q2097994,http://yago-knowledge.org/resource/Municipal_corporation
http://www.wikidata.org/entity/Q209939,https://schema.org/LiveAlbum
http://www.wikidata.org/entity/Q210999,https://schema.org/Psychiatric
http://www.wikidata.org/entity/Q211198,https://schema.org/Audience
http://www.wikidata.org/entity/Q211236,http://dbpedia.org/ontology/Celebrity
http://www.wikidata.org/entity/Q2112896,http://www.lexinfo.net/ontology/3.0/lexinfo#PronominalAdverb
http://www.wikidata.org/entity/Q211302,http://purl.obolibrary.org/obo/ENVO_00000488
http://www.wikidata.org/entity/Q21146257,https://dublincore.org/specifications/dublin-core/dcmi-terms/#DCMIType
http://www.wikidata.org/entity/Q21191270,https://schema.org/TVEpisode
http://www.wikidata.org/entity/Q212980,http://dbpedia.org/ontology/Psychologist
http://www.wikidata.org/entity/Q2132873,http://pcp-on-web.de/ontology#Recommendation
http://www.wikidata.org/entity/Q2133344,http://dbpedia.org/ontology/SpaceMission
http://www.wikidata.org/entity/Q213369,http://comicmeta.org/vocab/WebComic
http://www.wikidata.org/entity/Q213441,https://schema.org/Store
http://www.wikidata.org/entity/Q2135248,http://pcp-on-web.de/ontology#Report
http://www.wikidata.org/entity/Q2141565,http://semanticweb.org/STEaMINg/ContextOntology-COInd4#Situation
http://www.wikidata.org/entity/Q214917,http://dbpedia.org/ontology/PlayWright
http://www.wikidata.org/entity/Q214995,http://www.w3.org/2006/vcard/ns#Cell
http://www.wikidata.org/entity/Q214995,http://www.w3.org/2006/vcard/ns#Voice
http://www.wikidata.org/entity/Q215380,http://dbpedia.org/ontology/Band
http://www.wikidata.org/entity/Q215380,http://purl.org/ontology/mo/MusicGroup
http://www.wikidata.org/entity/Q215380,https://schema.googleapis.com/MusicGroup
http://www.wikidata.org/entity/Q215380,https://schema.org/MusicGroup
http://www.wikidata.org/entity/Q21558304,http://purl.obolibrary.org/obo/UBERON_0007126
http://www.wikidata.org/entity/Q215627,http://dbpedia.org/ontology/Person
http://www.wikidata.org/entity/Q215627,http://id.loc.gov/ontologies/bibframe/Person
http://www.wikidata.org/entity/Q215627,http://iflastandards.info/ns/lrm/lrmer/E7
http://www.wikidata.org/entity/Q215627,http://rdaregistry.info/Elements/c/C10004
http://www.wikidata.org/entity/Q215627,https://www.w3.org/ns/activitystreams#Person
http://www.wikidata.org/entity/Q215627,http://www.popoloproject.com/specs/person.html
http://www.wikidata.org/entity/Q2159907,http://dbpedia.org/ontology/Criminal
http://www.wikidata.org/entity/Q216212,https://schema.org/Motel
http://www.wikidata.org/entity/Q217107,https://schema.org/TravelAgency
http://www.wikidata.org/entity/Q217525,http://id.cabi.org/cabt/26971
http://www.wikidata.org/entity/Q217825,http://www.purl.org/net/ontology/beer#Stout
http://www.wikidata.org/entity/Q219067,https://schema.org/PhysicalActivity
http://www.wikidata.org/entity/Q219239,https://schema.org/Recipe
