item,pred,ext
http://www.wikidata.org/entity/Q2097994,http://www.wikidata.org/prop/direct/P1709,http://yago-knowledge.org/resource/Municipal_corporation
http://www.wikidata.org/entity/Q210999,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Psychiatric
http://www.wikidata.org/entity/Q211236,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Celebrity
http://www.wikidata.org/entity/Q212980,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Psychologist
http://www.wikidata.org/entity/Q214917,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/PlayWright
http://www.wikidata.org/entity/Q215380,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Band
http://www.wikidata.org/entity/Q215380,http://www.wikidata.org/prop/direct/P1709,http://purl.org/ontology/mo/MusicGroup
http://www.wikidata.org/entity/Q215380,http://www.wikidata.org/prop/direct/P1709,https://schema.googleapis.com/MusicGroup
http://www.wikidata.org/entity/Q215380,http://www.wikidata.org/prop/direct/P1709,https://schema.org/MusicGroup
http://www.wikidata.org/entity/Q215627,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Person
http://www.wikidata.org/entity/Q215627,http://www.wikidata.org/prop/direct/P1709,http://id.loc.gov/ontologies/bibframe/Person
http://www.wikidata.org/entity/Q215627,http://www.wikidata.org/prop/direct/P1709,http://iflastandards.info/ns/lrm/lrmer/E7
http://www.wikidata.org/entity/Q215627,http://www.wikidata.org/prop/direct/P1709,http://rdaregistry.info/Elements/c/C10004
http://www.wikidata.org/entity/Q215627,http://www.wikidata.org/prop/direct/P1709,https://www.w3.org/ns/activitystreams#Person
http://www.wikidata.org/entity/Q215627,http://www.wikidata.org/prop/direct/P1709,http://www.popoloproject.com/specs/person.html
http://www.wikidata.org/entity/Q2159907,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Criminal
http://www.wikidata.org/entity/Q2169973,http://www.wikidata.org/prop/direct/P2888,https://schema.org/provider
http://www.wikidata.org/entity/Q217107,http://www.wikidata.org/prop/direct/P1709,https://schema.org/TravelAgency
http://www.wikidata.org/entity/Q21980641,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/wn30/02791270-n
http://www.wikidata.org/entity/Q220142,http://www.wikidata.org/prop/direct/P1709,https://schema.org/PetStore
http://www.wikidata.org/entity/Q220893,http://www.wikidata.org/prop/direct/P2888,http://data.europa.eu/euodp/en/data/publisher/omb
http://www.wikidata.org/entity/Q220893,http://www.wikidata.org/prop/direct/P2888,http://publications.europa.eu/resource/authority/corporate-body/OMB
http://www.wikidata.org/entity/Q22687,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Bank
http://www.wikidata.org/entity/Q22715,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_00000116
http://www.wikidata.org/entity/Q2326815,http://www.wikidata.org/prop/direct/P2888,http://dbpedia.org/resource/Municipal_Public_Library
http://www.wikidata.org/entity/Q2360219,http://www.wikidata.org/prop/direct/P2888,http://publications.europa.eu/resource/authority/corporate-body/REPRES_PERM
http://www.wikidata.org/entity/Q236371,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_00000115
http://www.wikidata.org/entity/Q2366457,http://www.wikidata.org/prop/direct/P1709,http://purl.org/vocab/aiiso/schema#Department
http://www.wikidata.org/entity/Q2366457,http://www.wikidata.org/prop/direct/P2888,https://schema.org/department
http://www.wikidata.org/entity/Q2393314,http://www.wikidata.org/prop/direct/P1709,https://schema.org/DanceGroup
http://www.wikidata.org/entity/Q2400788,http://www.wikidata.org/prop/direct/P2888,https://findthatcharity.uk/orgid/XI-ROR-003y83p14
http://www.wikidata.org/entity/Q2405480,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/voice
http://www.wikidata.org/entity/Q2416217,http://www.wikidata.org/prop/direct/P1709,https://schema.org/TheaterGroup
http://www.wikidata.org/entity/Q2418941,http://www.wikidata.org/prop/direct/P1709,http://pcp-on-web.de/ontology#FacultyOfTheology
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://bibliograph.net/Agent
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Agent
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://id.loc.gov/ontologies/bibframe/Agent
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://iflastandards.info/ns/lrm/lrmer/E6
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://purl.org/dc/terms/Agent
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://rdaregistry.info/Elements/c/C10002
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://www.cidoc-crm.org/entity/e39-actor/version-6.2
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#Agent
http://www.wikidata.org/entity/Q24229398,http://www.wikidata.org/prop/direct/P1709,http://xmlns.com/foaf/0.1/Agent
http://www.wikidata.org/entity/Q245068,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Comic
http://www.wikidata.org/entity/Q24633211,http://www.wikidata.org/prop/direct/P2888,https://schema.org/homeTeam
http://www.wikidata.org/entity/Q24633216,http://www.wikidata.org/prop/direct/P2888,https://schema.org/awayTeam
http://www.wikidata.org/entity/Q2526255,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/MovieDirector
http://www.wikidata.org/entity/Q252924,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Plumber
http://www.wikidata.org/entity/Q261362,http://www.wikidata.org/prop/direct/P1709,https://schema.org/EmploymentAgency
http://www.wikidata.org/entity/Q2659904,http://www.wikidata.org/prop/direct/P1709,https://schema.org/GovernmentOrganization
http://www.wikidata.org/entity/Q2664461,http://www.wikidata.org/prop/direct/P2888,http://data.culture.fr/thesaurus/page/ark:/67717/T1-517
http://www.wikidata.org/entity/Q26921680,http://www.wikidata.org/prop/direct/P2888,https://schema.org/instrument
http://www.wikidata.org/entity/Q27008444,http://www.wikidata.org/prop/direct/P1709,https://schema.org/ChildCare
http://www.wikidata.org/entity/Q27038993,http://www.wikidata.org/prop/direct/P1709,https://schema.org/FoodEstablishment
http://www.wikidata.org/entity/Q27057193,http://www.wikidata.org/prop/direct/P1709,https://schema.org/HomeAndConstructionBusiness
http://www.wikidata.org/entity/Q27166169,http://www.wikidata.org/prop/direct/P1709,https://schema.org/MedicalStudy
http://www.wikidata.org/entity/Q27166192,http://www.wikidata.org/prop/direct/P1709,https://schema.org/MedicalTrial
http://www.wikidata.org/entity/Q2722764,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/RadioHost
http://www.wikidata.org/entity/Q273108,http://www.wikidata.org/prop/direct/P2888,http://www.treccani.it/enciclopedia/capitani-di-ventura_%28Enciclopedia-dei-ragazzi%29/
http://www.wikidata.org/entity/Q27349,http://www.wikidata.org/prop/direct/P2888,https://schema.org/Dentist
http://www.wikidata.org/entity/Q274393,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Bakery
http://www.wikidata.org/entity/Q274393,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_00003864
http://www.wikidata.org/entity/Q27472738,http://www.wikidata.org/prop/direct/P1709,http://comicmeta.org/cbo/coverArtist
http://www.wikidata.org/entity/Q28008277,http://www.wikidata.org/prop/direct/P1709,http://www.w3.org/2006/vcard/ns#Acquaintance
http://www.wikidata.org/entity/Q28135032,http://www.wikidata.org/prop/direct/P2888,https://audiojunkie.co/podcasts?category=news-politics
http://www.wikidata.org/entity/Q28135032,http://www.wikidata.org/prop/direct/P2888,https://audiojunkie.co/podcasts?tagged_with%5B%5D=politics
http://www.wikidata.org/entity/Q28135032,http://www.wikidata.org/prop/direct/P2888,https://fyyd.de/discover/cat/politics/0
http://www.wikidata.org/entity/Q28135032,http://www.wikidata.org/prop/direct/P2888,https://player.fm/featured/politics
http://www.wikidata.org/entity/Q28135032,http://www.wikidata.org/prop/direct/P2888,https://player.fm/podcasts/politics
http://www.wikidata.org/entity/Q28135032,http://www.wikidata.org/prop/direct/P2888,https://www.listennotes.com/best-politics-podcasts-216/
http://www.wikidata.org/entity/Q28389,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/ScreenWriter
http://www.wikidata.org/entity/Q28389,http://www.wikidata.org/prop/direct/P2888,http://lemac.sgcb.mcu.es/Autoridades/LEMAC201230642/concept
http://www.wikidata.org/entity/Q288728,http://www.wikidata.org/prop/direct/P1709,https://schema.org/HousePainter
http://www.wikidata.org/entity/Q289,http://www.wikidata.org/prop/direct/P2888,http://cv.iptc.org/newscodes/subjectcode/01016000
http://www.wikidata.org/entity/Q289612,http://www.wikidata.org/prop/direct/P1709,https://schema.org/GeneralContractor
http://www.wikidata.org/entity/Q2912137,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/pwn30/02416880-n
http://www.wikidata.org/entity/Q291240,http://www.wikidata.org/prop/direct/P1709,https://schema.org/AutoRental
http://www.wikidata.org/entity/Q2918601,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/pwn30/08212740-n
http://www.wikidata.org/entity/Q29514218,http://www.wikidata.org/prop/direct/P1709,http://www.w3.org/2006/vcard/ns#Child
http://www.wikidata.org/entity/Q2979300,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Dentist
http://www.wikidata.org/entity/Q2983826,http://www.wikidata.org/prop/direct/P2888,http://publications.europa.eu/resource/authority/corporate-body/COM_COLL
http://www.wikidata.org/entity/Q29850536,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_00003911
http://www.wikidata.org/entity/Q30022,http://www.wikidata.org/prop/direct/P1709,https://schema.org/CafeOrCoffeeShop
http://www.wikidata.org/entity/Q30047053,http://www.wikidata.org/prop/direct/P2888,http://purl.org/spar/fabio/WebArchive
http://www.wikidata.org/entity/Q3010,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/wn30/10624074-n
http://www.wikidata.org/entity/Q3010,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/wn31/110558142-n
http://www.wikidata.org/entity/Q30185,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Mayor
http://www.wikidata.org/entity/Q3044742,http://www.wikidata.org/prop/direct/P2888,https://findthatcharity.uk/orgid/XI-ROR-03sbpja79
http://www.wikidata.org/entity/Q30461,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/President
http://www.wikidata.org/entity/Q3053337,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Employer
http://www.wikidata.org/entity/Q3055126,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Entomologist
http://www.wikidata.org/entity/Q30612,http://www.wikidata.org/prop/direct/P2888,http://purl.org/coar/resource_type/c_cb28
http://www.wikidata.org/entity/Q31184,http://www.wikidata.org/prop/direct/P1709,http://www.w3.org/2006/vcard/ns#Sibling
http://www.wikidata.org/entity/Q31374404,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/ShoppingMall
http://www.wikidata.org/entity/Q3153117,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Intercommunality
http://www.wikidata.org/entity/Q318693,http://www.wikidata.org/prop/direct/P2888,http://publications.europa.eu/resource/authority/corporate-body/CSTO
http://www.wikidata.org/entity/Q3231410,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_01000970
http://www.wikidata.org/entity/Q3243461,http://www.wikidata.org/prop/direct/P3950,http://comicmeta.org/cbo/Collector
http://www.wikidata.org/entity/Q327333,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/GovernmentAgency
http://www.wikidata.org/entity/Q3282637,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Producer
http://www.wikidata.org/entity/Q3303463,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_01000971
http://www.wikidata.org/entity/Q33109310,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/pwn30/09900499-n
http://www.wikidata.org/entity/Q33231,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Photographer
http://www.wikidata.org/entity/Q333634,http://www.wikidata.org/prop/direct/P2888,https://schema.org/translator
http://www.wikidata.org/entity/Q334453,http://www.wikidata.org/prop/direct/P1709,http://www.w3.org/ns/org#OrganizationalUnit
http://www.wikidata.org/entity/Q33506,http://www.wikidata.org/prop/direct/P1709,http://dati.beniculturali.it/cis/Museum
http://www.wikidata.org/entity/Q33506,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Museum
http://www.wikidata.org/entity/Q33506,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Museum
http://www.wikidata.org/entity/Q3350685,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_00000193
http://www.wikidata.org/entity/Q3387717,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/TheatreDirector
http://www.wikidata.org/entity/Q33999,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Actor
http://www.wikidata.org/entity/Q33999,http://www.wikidata.org/prop/direct/P2888,https://schema.org/actor
http://www.wikidata.org/entity/Q3455524,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/AdministrativeRegion
http://www.wikidata.org/entity/Q3455524,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Region
http://www.wikidata.org/entity/Q3455524,http://www.wikidata.org/prop/direct/P1709,https://id.oclc.org/worldcat/entity/Q338
http://www.wikidata.org/entity/Q3455524,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_00000004
http://www.wikidata.org/entity/Q3455803,http://www.wikidata.org/prop/direct/P2888,https://schema.org/director
http://www.wikidata.org/entity/Q3473024,http://www.wikidata.org/prop/direct/P2888,https://schema.org/CommunityHealth
http://www.wikidata.org/entity/Q3479990,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Locksmith
http://www.wikidata.org/entity/Q3488547,http://www.wikidata.org/prop/direct/P1709,http://pcp-on-web.de/ontology#FacultyOfLaw
http://www.wikidata.org/entity/Q3501317,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/FashionDesigner
http://www.wikidata.org/entity/Q35054,http://www.wikidata.org/prop/direct/P1709,https://schema.org/PostOffice
http://www.wikidata.org/entity/Q3515239,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_00003323
http://www.wikidata.org/entity/Q35535,http://www.wikidata.org/prop/direct/P1709,http://data.culture.fr/thesaurus/resource/ark:/67717/T1-471
http://www.wikidata.org/entity/Q35535,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/resource/Police
http://www.wikidata.org/entity/Q35535,http://www.wikidata.org/prop/direct/P1709,http://www.eionet.europa.eu/gemet/concept/6367
http://www.wikidata.org/entity/Q35657,http://www.wikidata.org/prop/direct/P2888,http://dbpedia.org/resource/U.S._State
http://www.wikidata.org/entity/Q35657,http://www.wikidata.org/prop/direct/P2888,http://fr.dbpedia.org/resource/États_des_États-Unis
http://www.wikidata.org/entity/Q357380,http://www.wikidata.org/prop/direct/P2888,https://finto.fi/allars/fi/page/Y25833
http://www.wikidata.org/entity/Q357380,http://www.wikidata.org/prop/direct/P2888,https://finto.fi/koko/en/page/p11070
http://www.wikidata.org/entity/Q357380,http://www.wikidata.org/prop/direct/P2888,https://finto.fi/koko/fi/page/p11070
http://www.wikidata.org/entity/Q35749,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Parliament
http://www.wikidata.org/entity/Q36180,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Writer
http://www.wikidata.org/entity/Q3621491,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Archeologist
http://www.wikidata.org/entity/Q3665646,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/BasketballPlayer
http://www.wikidata.org/entity/Q36784,http://www.wikidata.org/prop/direct/P1709,http://data.ign.fr/def/geofla#Region
http://www.wikidata.org/entity/Q36784,http://www.wikidata.org/prop/direct/P1709,http://rdf.insee.fr/def/geo#Region
http://www.wikidata.org/entity/Q367914,http://www.wikidata.org/prop/direct/P1709,https://schema.org/BedAndBreakfast
http://www.wikidata.org/entity/Q373085,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Chancellor
http://www.wikidata.org/entity/Q3736439,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_02000069
http://www.wikidata.org/entity/Q3778211,http://www.wikidata.org/prop/direct/P1709,http://www.cidoc-crm.org/Entity/e40-legal-body/version-6.2
http://www.wikidata.org/entity/Q378622,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/RacingDriver
http://www.wikidata.org/entity/Q380829,http://www.wikidata.org/prop/direct/P1709,http://pcp-on-web.de/ontology#PrivateLibrary
http://www.wikidata.org/entity/Q380962,http://www.wikidata.org/prop/direct/P3950,http://www.w3.org/ns/org#OrganizationalCollaboration
http://www.wikidata.org/entity/Q386120,http://www.wikidata.org/prop/direct/P2888,http://publications.europa.eu/resource/authority/corporate-body/UNIDO
http://www.wikidata.org/entity/Q38723,http://www.wikidata.org/prop/direct/P1709,https://schema.org/CollegeOrUniversity
http://www.wikidata.org/entity/Q3914,http://www.wikidata.org/prop/direct/P1709,http://data.culture.fr/thesaurus/page/ark:/67717/T1-1340
http://www.wikidata.org/entity/Q3914,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/School
http://www.wikidata.org/entity/Q3914,http://www.wikidata.org/prop/direct/P1709,http://pcp-on-web.de/ontology#School
http://www.wikidata.org/entity/Q3914,http://www.wikidata.org/prop/direct/P1709,https://schema.org/School
http://www.wikidata.org/entity/Q3917681,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Embassy
http://www.wikidata.org/entity/Q3918,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/University
http://www.wikidata.org/entity/Q3918,http://www.wikidata.org/prop/direct/P1709,http://pcp-on-web.de/ontology#University
http://www.wikidata.org/entity/Q3918,http://www.wikidata.org/prop/direct/P1709,http://swrc.ontoware.org/ontology#University
http://www.wikidata.org/entity/Q39631,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Physician
http://www.wikidata.org/entity/Q39631,http://www.wikidata.org/prop/direct/P2888,https://schema.org/Physician
http://www.wikidata.org/entity/Q399541,http://www.wikidata.org/prop/direct/P2888,http://vocabularies.unesco.org/thesaurus/concept9137
http://www.wikidata.org/entity/Q4018482,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/resource/Education_minister
http://www.wikidata.org/entity/Q4018482,http://www.wikidata.org/prop/direct/P1709,http://id.loc.gov/authorities/subjects/sh2009006973
http://www.wikidata.org/entity/Q40348,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Lawyer
http://www.wikidata.org/entity/Q40348,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Attorney
http://www.wikidata.org/entity/Q40357,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Prison
http://www.wikidata.org/entity/Q40357,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/wn30/04005630-n
http://www.wikidata.org/entity/Q40357,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/wn31/103952595-n
http://www.wikidata.org/entity/Q41298,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Magazine
http://www.wikidata.org/entity/Q41298,http://www.wikidata.org/prop/direct/P2888,http://purl.org/coar/resource_type/c_2cd9
http://www.wikidata.org/entity/Q42178,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/VicePresident
http://www.wikidata.org/entity/Q423208,http://www.wikidata.org/prop/direct/P1709,http://id.esd.org.uk/organisationType/63
http://www.wikidata.org/entity/Q42603,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Priest
http://www.wikidata.org/entity/Q4270517,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Skier
http://www.wikidata.org/entity/Q4271324,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/MythologicalFigure
http://www.wikidata.org/entity/Q4287745,http://www.wikidata.org/prop/direct/P1709,https://schema.org/MedicalOrganization
http://www.wikidata.org/entity/Q43115,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Saint
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Organisation
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://id.loc.gov/ontologies/bibframe/Organization
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://purl.bioontology.org/ontology/HL7/C1561598
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://purl.bioontology.org/ontology/STY/T092
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://purl.obolibrary.org/obo/OBI_0000245
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,https://id.oclc.org/worldcat/entity/Q4
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Organization
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://sw-portal.deri.org/ontologies/swportal#Organization
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,https://www.w3.org/ns/activitystreams#Organization
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://www.popoloproject.com/specs/organization.html
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://www.w3.org/ns/org#Organization
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P1709,http://xmlns.com/foaf/0.1/Organization
http://www.wikidata.org/entity/Q43229,http://www.wikidata.org/prop/direct/P2888,https://w3id.org/italia/onto/COV/Organization
http://www.wikidata.org/entity/Q43501,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Zoo
http://www.wikidata.org/entity/Q43501,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Zoo
http://www.wikidata.org/entity/Q43501,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_00010625
http://www.wikidata.org/entity/Q4382945,http://www.wikidata.org/prop/direct/P1709,https://schema.org/OnlineStore
http://www.wikidata.org/entity/Q43845,http://www.wikidata.org/prop/direct/P3950,https://www.yso.fi/onto/yso/p6406
http://www.wikidata.org/entity/Q43845,http://www.wikidata.org/prop/direct/P3950,https://www.yso.fi/onto/yso/p6407
http://www.wikidata.org/entity/Q4438121,http://www.wikidata.org/prop/direct/P1709,https://schema.org/SportsOrganization
http://www.wikidata.org/entity/Q44613,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Monastery
http://www.wikidata.org/entity/Q44613,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/wn30/03781244-n
http://www.wikidata.org/entity/Q44613,http://www.wikidata.org/prop/direct/P2888,http://wordnet-rdf.princeton.edu/wn31/103739774-n
http://www.wikidata.org/entity/Q4479442,http://www.wikidata.org/prop/direct/P2888,https://schema.org/founder
http://www.wikidata.org/entity/Q4498974,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/HockeyTeam
http://www.wikidata.org/entity/Q45433,http://www.wikidata.org/prop/direct/P2888,https://findthatcharity.uk/orgid/XI-ROR-00t3pr326
http://www.wikidata.org/entity/Q459886,http://www.wikidata.org/prop/direct/P2888,http://purl.obolibrary.org/obo/ENVO_01000923
http://www.wikidata.org/entity/Q4687984,http://www.wikidata.org/prop/direct/P2888,http://dbpedia.org/resource/Aerial_Image_Library
http://www.wikidata.org/entity/Q46970,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Airline
http://www.wikidata.org/entity/Q46970,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Airline
http://www.wikidata.org/entity/Q47501825,http://www.wikidata.org/prop/direct/P1709,http://mappings.dbpedia.org/index.php/OntologyClass:Mayor
http://www.wikidata.org/entity/Q476028,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/SoccerClub
http://www.wikidata.org/entity/Q483501,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Artist
http://www.wikidata.org/entity/Q484188,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/SerialKiller
http://www.wikidata.org/entity/Q48673045,http://www.wikidata.org/prop/direct/P2888,http://imagenet.stanford.edu/synset?wnid=n10701644
http://www.wikidata.org/entity/Q486839,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/MemberOfParliament
http://www.wikidata.org/entity/Q488111,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/AdultActor
http://www.wikidata.org/entity/Q494230,http://www.wikidata.org/prop/direct/P1709,http://pcp-on-web.de/ontology#FacultyOfMedicine
http://www.wikidata.org/entity/Q4964182,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Philosopher
http://www.wikidata.org/entity/Q49757,http://www.wikidata.org/prop/direct/P1709,http://dbpedia.org/ontology/Poet
http://www.wikidata.org/entity/Q5,http://www.wikidata.org/prop/direct/P1709,http://purl.bioontology.org/ontology/STY/T016
http://www.wikidata.org/entity/Q5,http://www.wikidata.org/prop/direct/P1709,https://schema.org/Person
http://www.wikidata.org/entity/Q5,http://www.wikidata.org/prop/direct/P1709,http://xmlns.com/foaf/0.1/Person
http://www.wikidata.org/entity/Q5,http://www.wikidata.org/prop/direct/P2888,http://erlangen-crm.org/current/E21_Person
http://www.wikidata.org/entity/Q5,http://www.wikidata.org/prop/direct/P2888,http://xmlns.com/foaf/spec/Person
http://www.wikidata.org/entity/Q5037272,http://www.wikidata.org/prop/direct/P2888,https://www.wikidata.org/wiki/Q76763624
http://www.wikidata.org/entity/Q51161196,http://www.wikidata.org/prop/direct/P2888,http://publications.europa.eu/resource/authority/corporate-body/EP_FINANCE
http://www.wikidata.org/entity/Q517760,http://www.wikidata.org/prop/direct/P2888,http://www.treccani.it/vocabolario/comune3/
http://www.wikidata.org/entity/Q519076,http://www.wikidata.org/prop/direct/P1709,https://schema.org/RealEstateAgent
http://www.wikidata.org/entity/Q5227240,http://www.wikidata.org/prop/direct/P2888,http://purl.org/spar/fabio/DataRepository
http://www.wikidata.org/entity/Q523342,http://www.wikidata.org/prop/direct/P2888,https://data.niod.nl/WO2_Thesaurus/kampen/3662
http://www.wikidata.org/entity/Q5307737,http://www.wikidata.org/prop/direct/P1709,https://schema.org/BarOrPub
http://www.wikidata.org/entity/Q5341295,http://www.wikidata.org/prop/direct/P1709,https://schema.org/EducationalOrganization
http://www.wikidata.org/entity/Q5393308,http://www.wikidata.org/prop/direct/P1709,https://schema.org/BuddhistTemple
http://www.wikidata.org/entity/Q543219,http://www.wikidata.org/prop/direct/P2888,https://www.wikidata.org/wiki/Q543219
http://www.wikidata.org/entity/Q5657858,http://www.wikidata.org/prop/direct/P1709,http://lemac.sgcb.mcu.es/Autoridades/LEMAC201216952/concept
